"調査年 コード","調査年","地域 コード","地域","/項目","A6103_流出人口（県内他市区町村で従業・通学している人口）【人】","注釈"
"1980100000","1980年度","02405","青森県 六戸町","","1,945",""
"1980100000","1980年度","02406","青森県 横浜町","","446",""
"1980100000","1980年度","02408","青森県 東北町","","-",""
"1980100000","1980年度","02411","青森県 六ヶ所村","","309",""
"1980100000","1980年度","02412","青森県 おいらせ町","","-",""
"1980100000","1980年度","02423","青森県 大間町","","86",""
"1980100000","1980年度","02424","青森県 東通村","","1,105",""
"1980100000","1980年度","02425","青森県 風間浦村","","398",""
"1980100000","1980年度","02426","青森県 佐井村","","170",""
"1980100000","1980年度","02441","青森県 三戸町","","993",""
"1980100000","1980年度","02442","青森県 五戸町","","-",""
"1980100000","1980年度","02443","青森県 田子町","","357",""
"1980100000","1980年度","02445","青森県 南部町","","-",""
"1980100000","1980年度","02446","青森県 階上町","","2,379",""
"1980100000","1980年度","02450","青森県 新郷村","","316",""
"1980100000","1980年度","03201","岩手県 盛岡市","","-",""
"1980100000","1980年度","03202","岩手県 宮古市","","-",""
"1980100000","1980年度","03203","岩手県 大船渡市","","-",""
"1980100000","1980年度","03205","岩手県 花巻市","","-",""
"1980100000","1980年度","03206","岩手県 北上市","","-",""
"1980100000","1980年度","03207","岩手県 久慈市","","-",""
"1980100000","1980年度","03208","岩手県 遠野市","","-",""
"1980100000","1980年度","03209","岩手県 一関市","","-",""
"1980100000","1980年度","03210","岩手県 陸前高田市","","1,969",""
"1980100000","1980年度","03211","岩手県 釜石市","","595",""
"1980100000","1980年度","03213","岩手県 二戸市","","-",""
"1980100000","1980年度","03214","岩手県 八幡平市","","-",""
"1980100000","1980年度","03215","岩手県 奥州市","","-",""
"1980100000","1980年度","03216","岩手県 滝沢市","","7,276",""
"1980100000","1980年度","03301","岩手県 雫石町","","2,319",""
"1980100000","1980年度","03302","岩手県 葛巻町","","474",""
"1980100000","1980年度","03303","岩手県 岩手町","","2,163",""
"1980100000","1980年度","03321","岩手県 紫波町","","4,443",""
"1980100000","1980年度","03322","岩手県 矢巾町","","3,710",""
"1980100000","1980年度","03366","岩手県 西和賀町","","-",""
"1980100000","1980年度","03381","岩手県 金ケ崎町","","2,518",""
"1980100000","1980年度","03402","岩手県 平泉町","","1,965",""
"1980100000","1980年度","03441","岩手県 住田町","","679",""
"1980100000","1980年度","03461","岩手県 大槌町","","2,987",""
"1980100000","1980年度","03482","岩手県 山田町","","1,842",""
"1980100000","1980年度","03483","岩手県 岩泉町","","318",""
"1980100000","1980年度","03484","岩手県 田野畑村","","155",""
"1980100000","1980年度","03485","岩手県 普代村","","356",""
"1980100000","1980年度","03501","岩手県 軽米町","","329",""
"1980100000","1980年度","03503","岩手県 野田村","","572",""
"1980100000","1980年度","03506","岩手県 九戸村","","346",""
"1980100000","1980年度","03507","岩手県 洋野町","","-",""
"1980100000","1980年度","03524","岩手県 一戸町","","1,370",""
"1980100000","1980年度","04100","宮城県 仙台市","","-",""
"1980100000","1980年度","04101","宮城県 仙台市 青葉区","","-",""
"1980100000","1980年度","04102","宮城県 仙台市 宮城野区","","-",""
"1980100000","1980年度","04103","宮城県 仙台市 若林区","","-",""
"1980100000","1980年度","04104","宮城県 仙台市 太白区","","-",""
"1980100000","1980年度","04105","宮城県 仙台市 泉区","","-",""
"1980100000","1980年度","04202","宮城県 石巻市","","-",""
"1980100000","1980年度","04203","宮城県 塩竈市","","13,176",""
"1980100000","1980年度","04205","宮城県 気仙沼市","","-",""
"1980100000","1980年度","04206","宮城県 白石市","","4,048",""
"1980100000","1980年度","04207","宮城県 名取市","","12,546",""
"1980100000","1980年度","04208","宮城県 角田市","","4,600",""
"1980100000","1980年度","04209","宮城県 多賀城市","","14,368",""
"1980100000","1980年度","04211","宮城県 岩沼市","","7,696",""
"1980100000","1980年度","04212","宮城県 登米市","","-",""
"1980100000","1980年度","04213","宮城県 栗原市","","-",""
"1980100000","1980年度","04214","宮城県 東松島市","","-",""
"1980100000","1980年度","04215","宮城県 大崎市","","-",""
"1980100000","1980年度","04216","宮城県 富谷市","","4,696",""
"1980100000","1980年度","04301","宮城県 蔵王町","","2,036",""
"1980100000","1980年度","04302","宮城県 七ヶ宿町","","202",""
"1980100000","1980年度","04321","宮城県 大河原町","","4,629",""
"1980100000","1980年度","04322","宮城県 村田町","","2,389",""
"1980100000","1980年度","04323","宮城県 柴田町","","7,476",""
"1980100000","1980年度","04324","宮城県 川崎町","","1,208",""
"1980100000","1980年度","04341","宮城県 丸森町","","2,659",""
"1980100000","1980年度","04361","宮城県 亘理町","","6,208",""
"1980100000","1980年度","04362","宮城県 山元町","","3,634",""
"1980100000","1980年度","04401","宮城県 松島町","","4,599",""
"1980100000","1980年度","04404","宮城県 七ヶ浜町","","5,042",""
"1980100000","1980年度","04406","宮城県 利府町","","4,284",""
"1980100000","1980年度","04421","宮城県 大和町","","2,951",""
"1980100000","1980年度","04422","宮城県 大郷町","","2,014",""
"1980100000","1980年度","04424","宮城県 大衡村","","1,119",""
"1980100000","1980年度","04444","宮城県 色麻町","","1,879",""
"1980100000","1980年度","04445","宮城県 加美町","","-",""
"1980100000","1980年度","04501","宮城県 涌谷町","","2,763",""
"1980100000","1980年度","04505","宮城県 美里町","","-",""
"1980100000","1980年度","04581","宮城県 女川町","","1,447",""
"1980100000","1980年度","04606","宮城県 南三陸町","","-",""
"1980100000","1980年度","05201","秋田県 秋田市","","-",""
"1980100000","1980年度","05202","秋田県 能代市","","-",""
"1980100000","1980年度","05203","秋田県 横手市","","-",""
"1980100000","1980年度","05204","秋田県 大館市","","-",""
"1980100000","1980年度","05206","秋田県 男鹿市","","-",""
"1980100000","1980年度","05207","秋田県 湯沢市","","-",""
"1980100000","1980年度","05209","秋田県 鹿角市","","1,536",""
"1980100000","1980年度","05210","秋田県 由利本荘市","","-",""
"1980100000","1980年度","05211","秋田県 潟上市","","-",""
"1980100000","1980年度","05212","秋田県 大仙市","","-",""
"1980100000","1980年度","05213","秋田県 北秋田市","","-",""
"1980100000","1980年度","05214","秋田県 にかほ市","","-",""
"1980100000","1980年度","05215","秋田県 仙北市","","-",""
"1980100000","1980年度","05303","秋田県 小坂町","","579",""
"1980100000","1980年度","05327","秋田県 上小阿仁村","","439",""
"1980100000","1980年度","05346","秋田県 藤里町","","617",""
"1980100000","1980年度","05348","秋田県 三種町","","-",""
"1980100000","1980年度","05349","秋田県 八峰町","","-",""
"1980100000","1980年度","05361","秋田県 五城目町","","2,331",""
"1980100000","1980年度","05363","秋田県 八郎潟町","","1,975",""
"1980100000","1980年度","05366","秋田県 井川町","","1,534",""
"1980100000","1980年度","05368","秋田県 大潟村","","120",""
"1980100000","1980年度","05434","秋田県 美郷町","","-",""
"1980100000","1980年度","05463","秋田県 羽後町","","1,490",""
"1980100000","1980年度","05464","秋田県 東成瀬村","","599",""
"1980100000","1980年度","06201","山形県 山形市","","6,931",""
"1980100000","1980年度","06202","山形県 米沢市","","1,838",""
"1980100000","1980年度","06203","山形県 鶴岡市","","-",""
"1980100000","1980年度","06204","山形県 酒田市","","-",""
"1980100000","1980年度","06205","山形県 新庄市","","1,653",""
"1980100000","1980年度","06206","山形県 寒河江市","","5,682",""
"1980100000","1980年度","06207","山形県 上山市","","5,553",""
"1980100000","1980年度","06208","山形県 村山市","","4,105",""
"1980100000","1980年度","06209","山形県 長井市","","2,194",""
"1980100000","1980年度","06210","山形県 天童市","","8,562",""
"1980100000","1980年度","06211","山形県 東根市","","6,400",""
"1980100000","1980年度","06212","山形県 尾花沢市","","2,134",""
"1980100000","1980年度","06213","山形県 南陽市","","3,851",""
"1980100000","1980年度","06301","山形県 山辺町","","2,977",""
"1980100000","1980年度","06302","山形県 中山町","","3,168",""
"1980100000","1980年度","06321","山形県 河北町","","3,513",""
"1980100000","1980年度","06322","山形県 西川町","","1,558",""
"1980100000","1980年度","06323","山形県 朝日町","","811",""
"1980100000","1980年度","06324","山形県 大江町","","1,599",""
"1980100000","1980年度","06341","山形県 大石田町","","1,492",""
"1980100000","1980年度","06361","山形県 金山町","","814",""
"1980100000","1980年度","06362","山形県 最上町","","903",""
"1980100000","1980年度","06363","山形県 舟形町","","1,529",""
"1980100000","1980年度","06364","山形県 真室川町","","1,249",""
"1980100000","1980年度","06365","山形県 大蔵村","","584",""
"1980100000","1980年度","06366","山形県 鮭川村","","912",""
"1980100000","1980年度","06367","山形県 戸沢村","","996",""
"1980100000","1980年度","06381","山形県 高畠町","","3,044",""
"1980100000","1980年度","06382","山形県 川西町","","3,218",""
"1980100000","1980年度","06401","山形県 小国町","","248",""
"1980100000","1980年度","06402","山形県 白鷹町","","1,769",""
"1980100000","1980年度","06403","山形県 飯豊町","","1,710",""
"1980100000","1980年度","06426","山形県 三川町","","1,734",""
"1980100000","1980年度","06428","山形県 庄内町","","-",""
"1980100000","1980年度","06461","山形県 遊佐町","","3,216",""
"1980100000","1980年度","07201","福島県 福島市","","-",""
"1980100000","1980年度","07202","福島県 会津若松市","","-",""
"1980100000","1980年度","07203","福島県 郡山市","","5,810",""
"1980100000","1980年度","07204","福島県 いわき市","","2,090",""
"1980100000","1980年度","07205","福島県 白河市","","-",""
"1980100000","1980年度","07207","福島県 須賀川市","","-",""
"1980100000","1980年度","07208","福島県 喜多方市","","-",""
"1980100000","1980年度","07209","福島県 相馬市","","1,843",""
"1980100000","1980年度","07210","福島県 二本松市","","-",""
"1980100000","1980年度","07211","福島県 田村市","","-",""
"1980100000","1980年度","07212","福島県 南相馬市","","-",""
"1980100000","1980年度","07213","福島県 伊達市","","-",""
"1980100000","1980年度","07214","福島県 本宮市","","-",""
"1980100000","1980年度","07301","福島県 桑折町","","3,292",""
"1980100000","1980年度","07303","福島県 国見町","","2,324",""
"1980100000","1980年度","07308","福島県 川俣町","","1,741",""
"1980100000","1980年度","07322","福島県 大玉村","","1,854",""
"1980100000","1980年度","07342","福島県 鏡石町","","2,142",""
"1980100000","1980年度","07344","福島県 天栄村","","1,128",""
"1980100000","1980年度","07362","福島県 下郷町","","1,089",""
"1980100000","1980年度","07364","福島県 檜枝岐村","","2",""
"1980100000","1980年度","07367","福島県 只見町","","266",""
"1980100000","1980年度","07368","福島県 南会津町","","-",""
"1980100000","1980年度","07402","福島県 北塩原村","","695",""
"1980100000","1980年度","07405","福島県 西会津町","","841",""
